"Id","Predicted"
5895,0.000192417297512293
7122,0.805832386016846
6173,0.00419631181284785
6142,0.00228205835446715
5358,0.0280405692756176
6095,0.00187977857422084
6878,0.00312443263828754
6554,0.0224192794412374
6793,0.00343253230676055
7286,0.00265106046572328
6076,0.000391552661312744
5134,0.00441791862249374
5419,0.0184993762522936
6255,0.144012570381165
5656,0.0538239479064941
6934,0.0210605096071959
6028,0.000376774027245119
6490,0.00158753723371774
6415,0.0529191717505455
7087,0.000401273107854649
5420,0.00512232445180416
5977,0.00261229346506298
6824,0.493243157863617
5207,0.00191814813297242
7115,0.0756291002035141
7250,0.000758977024815977
6010,0.0149890789762139
6088,0.0866977199912071
5682,0.00595232751220465
7201,0.00263153878040612
6938,0.00134424958378077
6875,0.00179672881495208
5953,0.00890362542122602
5942,0.000265926355496049
5382,0.000685845210682601
6377,0.000208289027796127
5931,0.175615638494492
5992,0.000267603987595066
5790,0.0920520275831223
6753,0.0123840589076281
6562,0.0012008739868179
7046,0.295135855674744
5868,0.0185197070240974
5784,0.07070691883564
5878,0.000420186464907601
5110,0.00150647561531514
5210,0.00111158879008144
7230,0.000383409671485424
5005,0.046118687838316
6871,0.00439522974193096
5363,0.957230925559998
7253,0.0040812031365931
6055,0.00668345205485821
5072,0.0166876297444105
6913,0.00122163794003427
6386,0.0275384690612555
5634,0.00143726379610598
5758,0.449277728796005
6819,0.0402784571051598
7088,0.000721959979273379
5039,0.00635060667991638
5532,0.00346985948272049
6037,0.000255880033364519
6322,0.013192618265748
6887,0.0630273595452309
6660,0.00284653180278838
5451,0.00284838816151023
6014,0.00446296762675047
5556,0.0496857911348343
6346,0.0215205382555723
5850,0.125134348869324
5940,0.00226164772175252
7119,0.00240502576343715
5253,0.308856576681137
6851,0.963186264038086
6695,0.0230976920574903
6908,0.19128842651844
7255,0.00443766079843044
5674,0.0209686849266291
6278,0.00671023922041059
5486,0.0230285041034222
5174,0.00808794796466827
6621,0.000452025997219607
6313,0.0754271149635315
6435,0.00292573031038046
6970,0.0125236734747887
6310,0.02173319645226
5932,0.0778150334954262
6877,0.00563296210020781
6763,0.717381477355957
7085,0.0149927120655775
7049,0.00119643821381032
6959,0.701626896858215
5214,0.00813405588269234
6350,0.0103226127102971
5063,0.957826912403107
5041,0.00486897444352508
5086,0.022185055539012
6942,0.000550726312212646
5270,0.000841195520479232
6705,0.00504617532715201
7051,0.00319563620723784
6758,0.00383028504438698
6249,0.266942054033279
5808,0.000973307236563414
5377,0.14021959900856
5446,0.0177174843847752
5856,0.825335919857025
4986,0.0231552291661501
7001,0.000638837285805494
6677,0.00296704075299203
6665,0.000197428467799909
5817,0.956319034099579
6984,0.00087100121891126
6541,0.000703975500073284
5117,0.0264587420970201
6097,0.000423843914177269
5389,0.00808390509337187
7219,0.000508344965055585
6338,0.00466118333861232
6922,0.0513299480080605
5367,0.245043635368347
5638,0.0144167747348547
5830,0.000641687598545104
5338,0.778777360916138
6007,0.00199201656505466
6612,0.0933742821216583
5718,0.000296650629024953
6104,0.0144790718331933
5229,0.00348884426057339
6625,0.0894771888852119
5206,0.00369177083484828
5963,0.0515466965734959
4990,0.00163823843467981
6641,0.00172831560485065
5369,0.0105890622362494
6196,0.0924206525087357
5236,0.018738804385066
5719,0.00601855339482427
5643,0.0571386776864529
7050,0.00177472922950983
6355,0.3943752348423
6688,0.0373184680938721
6239,0.628308773040771
5531,0.00173457048367709
6113,0.00054893217748031
7181,0.0569883286952972
6118,0.0177265666425228
7264,0.00657116854563355
5343,0.00172002066392452
5051,0.0156379733234644
5779,0.0352106913924217
6605,0.00293092313222587
6655,0.00335812428966165
6534,0.111561737954617
5681,0.00856677070260048
6607,0.000607293739449233
6242,0.0521876886487007
7242,0.00113165122456849
7277,0.00634685251861811
6675,0.000397722003981471
5398,0.00768351648002863
5956,0.004712566267699
5731,0.549271821975708
6956,0.00548812141641974
6437,0.184016346931458
5447,0.812473297119141
5973,0.0406082980334759
6075,0.808898448944092
5281,0.15037989616394
5103,0.000842350942548364
6468,0.00247283605858684
7209,0.840649366378784
5584,0.000354620540747419
4988,0.305250138044357
6502,0.000711666303686798
5651,0.0071718655526638
4962,0.00217627151869237
5862,0.000701563025359064
7199,0.000430055399192497
6727,0.00864064414054155
7279,0.0110751884058118
6544,0.00129090354312211
5933,0.00167758343741298
6574,0.0344844534993172
6399,0.000762130541261286
7187,0.000241530826315284
6353,0.151916444301605
5043,0.0253827814012766
5469,0.37997579574585
5976,0.0186326410621405
6059,0.0273511689156294
5799,0.0191995818167925
6147,0.0198833886533976
6254,0.132000744342804
7100,0.00157208868768066
7147,0.00868844613432884
5909,0.00171784730628133
7037,0.000423942925408483
5782,0.00703837908804417
6237,0.958006739616394
6552,0.000701055105309933
7067,0.0017206019256264
5320,0.0128924557939172
5930,0.00556961074471474
6486,0.105284780263901
5245,0.0019443848868832
6643,0.000342281855409965
5260,0.00548343593254685
5569,0.538882374763489
7110,0.0240941978991032
7139,0.000387091626180336
6791,0.00696745328605175
5360,0.00326955900527537
5287,0.0178066659718752
6553,0.00400511594489217
7072,0.000330412498442456
6044,0.00648374017328024
5332,0.00206954427994788
6866,0.0104926014319062
6633,0.0131033947691321
6926,0.000331488408846781
6442,0.0020757014863193
5889,0.0129192266613245
5765,0.0297083016484976
5124,0.00088698643958196
5491,0.195887789130211
6730,0.0518475286662579
7151,0.000951060210354626
5140,0.0069325752556324
7171,0.00632139667868614
6568,0.0025022856425494
6861,0.00469348719343543
6855,0.00162339594680816
7129,0.000414829468354583
