"Id","Predicted"
5895,0.018
7122,0.64
6173,0.083
6142,0.146
5358,0.297
6095,0.047
6878,0.186
6554,0.226
6793,0.055
7286,0.079
6076,0.011
5134,0.046
5419,0.101
6255,0.278
5656,0.055
6934,0.183
6028,0.024
6490,0.101
6415,0.251
7087,0.034
5420,0.063
5977,0.094
6824,0.622
5207,0.048
7115,0.395
7250,0.025
6010,0.219
6088,0.237
5682,0.028
7201,0.04
6938,0.022
6875,0.123
5953,0.13
5942,0.009
5382,0.059
6377,0.01
5931,0.134
5992,0.009
5790,0.288
6753,0.22
6562,0.074
7046,0.543
5868,0.135
5784,0.083
5878,0.016
5110,0.061
5210,0.033
7230,0.032
5005,0.117
6871,0.051
5363,0.64
7253,0.179
6055,0.037
5072,0.127
6913,0.076
6386,0.279
5634,0.017
5758,0.268
6819,0.245
7088,0.017
5039,0.072
5532,0.087
6037,0.013
6322,0.137
6887,0.262
6660,0.09
5451,0.042
6014,0.053
5556,0.17
6346,0.126
5850,0.133
5940,0.046
7119,0.063
5253,0.365
6851,0.829
6695,0.252
6908,0.272
7255,0.046
5674,0.107
6278,0.064
5486,0.195
5174,0.155
6621,0.016
6313,0.097
6435,0.047
6970,0.119
6310,0.045
5932,0.093
6877,0.211
6763,0.604
7085,0.169
7049,0.027
6959,0.659
5214,0.066
6350,0.065
5063,0.882
5041,0.027
5086,0.018
6942,0.071
5270,0.032
6705,0.125
7051,0.139
6758,0.053
6249,0.079
5808,0.057
5377,0.235
5446,0.106
5856,0.69
4986,0.322
7001,0.038
6677,0.075
6665,0.024
5817,0.7
6984,0.055
6541,0.022
5117,0.057
6097,0.02
5389,0.139
7219,0.047
6338,0.002
6922,0.13
5367,0.136
5638,0.065
5830,0.063
5338,0.565
6007,0.06
6612,0.232
5718,0.023
6104,0.031
5229,0.03
6625,0.217
5206,0.046
5963,0.06
4990,0.031
6641,0.038
5369,0.129
6196,0.061
5236,0.132
5719,0.052
5643,0.315
7050,0.083
6355,0.097
6688,0.257
6239,0.293
5531,0.025
6113,0.04
7181,0.328
6118,0.199
7264,0.04
5343,0.004
5051,0.307
5779,0.103
6605,0.091
6655,0.102
6534,0.293
5681,0.03
6607,0.014
6242,0.161
7242,0.069
7277,0.13
6675,0.029
5398,0.049
5956,0.02
5731,0.271
6956,0.092
6437,0.294
5447,0.726
5973,0.272
6075,0.643
5281,0.265
5103,0.039
6468,0.022
7209,0.532
5584,0.016
4988,0.393
6502,0.043
5651,0.067
4962,0.032
5862,0.021
7199,0.022
6727,0.268
7279,0.108
6544,0.022
5933,0.075
6574,0.085
6399,0.039
7187,0.03
6353,0.197
5043,0.17
5469,0.315
5976,0.166
6059,0.099
5799,0.072
6147,0.115
6254,0.112
7100,0.057
7147,0.188
5909,0.016
7037,0.034
5782,0.057
6237,0.774
6552,0.02
7067,0.079
5320,0.074
5930,0.14
6486,0.158
5245,0.047
6643,0.028
5260,0.017
5569,0.389
7110,0.162
7139,0.036
6791,0.192
5360,0.048
5287,0.18
6553,0.039
7072,0.023
6044,0.019
5332,0.079
6866,0.125
6633,0.094
6926,0.007
6442,0.012
5889,0.095
5765,0.225
5124,0.028
5491,0.346
6730,0.316
7151,0.012
5140,0.124
7171,0.094
6568,0.032
6861,0.134
6855,0.151
7129,0.02
5384,0.024
6859,0.053
5772,0.058
5665,0.007
6495,0.076
5061,0.049
6948,0.27
5773,0.299
6052,0.086
6682,0.695
6083,0.269
6962,0.094
5158,0.179
6464,0.084
5172,0.063
5582,0.022
6136,0.104
6235,0.007
6508,0.05
4968,0.039
6632,0.1
7195,0.292
5525,0.038
6320,0.158
6766,0.067
6872,0.295
5906,0.177
7172,0.025
6571,0.03
5616,0.085
6312,0.074
6470,0.042
5147,0.227
5501,0.12
6436,0.198
5699,0.236
5313,0.035
6234,0.038
6569,0.105
7202,0.102
5683,0.098
5034,0.046
5435,0.021
5815,0.111
5589,0.163
6746,0.364
6790,0.341
6857,0.044
6450,0.033
7221,0.24
5527,0.02
5620,0.037
6215,0.064
7167,0.073
5823,0.086
6207,0.035
6932,0.008
5669,0.067
5154,0.127
7168,0.042
5585,0.289
7200,0.126
6539,0.029
5774,0.212
6357,0.062
5042,0.09
5015,0.192
5354,0.009
6054,0.251
7295,0.077
5365,0.463
6755,0.256
5991,0.646
7035,0.04
5893,0.063
7164,0.023
5304,0.084
5561,0.099
5520,0.025
5241,0.141
7096,0.035
6078,0.051
5046,0.317
5334,0.136
6969,0.028
6821,0.082
5760,0.029
5614,0.072
7091,0.085
5698,0.007
5169,0.084
7294,0.107
5318,0.298
5368,0.021
6923,0.021
5463,0.028
5265,0.202
6321,0.096
5226,0.184
6868,0.303
4967,0.664
5293,0.03
5865,0.063
5841,0.083
5526,0.01
6852,0.322
6469,0.024
6168,0.035
7292,0.019
5036,0.274
5644,0.174
6856,0.261
5428,0.042
5027,0.053
4989,0.289
5221,0.066
6402,0.038
5346,0.054
6748,0.374
