"Id","Predicted"
5895,0.00116222607903183
7122,0.90189003944397
6173,0.00874772854149342
6142,0.0382340550422668
5358,0.692571818828583
6095,0.0509228967130184
6878,0.00127270759548992
6554,0.15271233022213
6793,0.00166663457639515
7286,0.00187206733971834
6076,0.00374617124907672
5134,0.0467753000557423
5419,0.420527428388596
6255,0.800319314002991
5656,0.731640040874481
6934,0.573543965816498
6028,0.00130511249881238
6490,0.0769528746604919
6415,0.548943281173706
7087,0.000149306433741003
5420,0.0490980073809624
5977,0.0713247358798981
6824,0.838229537010193
5207,0.003978390712291
7115,0.0310343373566866
7250,0.00174742646049708
6010,0.179431989789009
6088,0.783669829368591
5682,0.100689955055714
7201,0.00544203305616975
6938,0.0139386337250471
6875,0.000565629510674626
5953,0.0502092130482197
5942,0.0018881227588281
5382,0.00386027479544282
6377,0.00376180419698358
5931,0.624314904212952
5992,0.000402769277570769
5790,0.798001050949097
6753,0.31857442855835
6562,0.00530883762985468
7046,0.118224889039993
5868,0.0187408607453108
5784,0.897020578384399
5878,0.0138111123815179
5110,0.129822164773941
5210,0.129170835018158
7230,0.000397915573557839
5005,0.0415083020925522
6871,0.00200526765547693
5363,0.921128451824188
7253,0.00135882024187595
6055,0.067863292992115
5072,0.00615283148363233
6913,0.00390588585287333
6386,0.034095611423254
5634,0.000397350202547386
5758,0.704542577266693
6819,0.185139238834381
7088,0.00182100548408926
5039,0.0826494246721268
5532,0.419486194849014
6037,0.000991650391370058
6322,0.00800676178187132
6887,0.00891179218888283
6660,0.000962512393016368
5451,0.0445451885461807
6014,0.0103860395029187
5556,0.011148365214467
6346,0.707526385784149
5850,0.500175714492798
5940,0.00469359615817666
7119,0.00122184341307729
5253,0.307211965322495
6851,0.987007439136505
6695,0.00560467317700386
6908,0.656116783618927
7255,0.034236054867506
5674,0.0303011815994978
6278,0.00159216031897813
5486,0.33564618229866
5174,0.372672915458679
6621,0.00127287791110575
6313,0.541178405284882
6435,0.105190314352512
6970,0.0845216438174248
6310,0.0489805527031422
5932,0.137309640645981
6877,0.0537298247218132
6763,0.415118634700775
7085,0.0434989035129547
7049,0.000269400043180212
6959,0.501474380493164
5214,0.0202769972383976
6350,0.134562984108925
5063,0.864940941333771
5041,0.0598052591085434
5086,0.0262396521866322
6942,0.00460131140425801
5270,0.00989015493541956
6705,0.00418406119570136
7051,0.00833362620323896
6758,0.0194055736064911
6249,0.166297271847725
5808,0.00839060824364424
5377,0.329577922821045
5446,0.0855487808585167
5856,0.366132974624634
4986,0.0391071736812592
7001,0.00138430739752948
6677,0.00357220927253366
6665,0.000333854695782065
5817,0.982374489307404
6984,0.118832170963287
6541,0.0017976553644985
5117,0.298263728618622
6097,0.0128126889467239
5389,0.0176323670893908
7219,0.000311626412440091
6338,0.0194731969386339
6922,0.392194598913193
5367,0.901101410388947
5638,0.095041960477829
5830,0.00500294892117381
5338,0.788546502590179
6007,0.00667537841945887
6612,0.0218882374465466
5718,0.00175395724363625
6104,0.0343816131353378
5229,0.00589167699217796
6625,0.62373948097229
5206,0.0344446115195751
5963,0.249382540583611
4990,0.00121151702478528
6641,0.00184060214087367
5369,0.073619470000267
6196,0.113066084682941
5236,0.00874838139861822
5719,0.0672264769673347
5643,0.17438742518425
7050,0.00323540810495615
6355,0.292278170585632
6688,0.00982441380620003
6239,0.60337632894516
5531,0.0102465990930796
6113,0.00106226885691285
7181,0.101768590509892
6118,0.0456920750439167
7264,0.0025190410669893
5343,0.046428807079792
5051,0.0247733052819967
5779,0.503618240356445
6605,0.00326371355913579
6655,0.0711445063352585
6534,0.548829078674316
5681,0.0737934112548828
6607,8.31059369374998e-05
6242,0.611312031745911
7242,0.000619401107542217
7277,0.017315374687314
6675,0.000710667634848505
5398,0.00344152329489589
5956,0.0160067360848188
5731,0.555601835250854
6956,0.00458106910809875
6437,0.631504118442535
5447,0.928570330142975
5973,0.0322045832872391
6075,0.977170348167419
5281,0.203325942158699
5103,0.000211417165701278
6468,0.199498176574707
7209,0.334668397903442
5584,0.00044944672845304
4988,0.514811158180237
6502,0.00106253009289503
5651,0.0134880570694804
4962,0.000558412342797965
5862,0.00163023453205824
7199,0.00111603818368167
6727,0.00390329351648688
7279,0.00217070779763162
6544,0.00373687385581434
5933,0.0308697894215584
6574,0.130211353302002
6399,0.00492595694959164
7187,0.000214316445635632
6353,0.14300736784935
5043,0.0670877620577812
5469,0.381273061037064
5976,0.0345811769366264
6059,0.0627397149801254
5799,0.0526003465056419
6147,0.149181038141251
6254,0.183226883411407
7100,0.00651245238259435
7147,0.0868991017341614
5909,0.00257185637019575
7037,0.0225780811160803
5782,0.237444281578064
6237,0.998798966407776
6552,0.068880170583725
7067,0.00218927930109203
5320,0.0381455533206463
5930,0.628841459751129
6486,0.411007612943649
5245,0.144515380263329
6643,0.000327740795910358
5260,0.0255993045866489
5569,0.951973080635071
7110,0.0811495706439018
7139,0.00162014935631305
6791,0.0838222354650497
5360,0.0488340742886066
5287,0.849527895450592
6553,0.0122561883181334
7072,0.00116382702253759
6044,0.359777003526688
5332,0.0160562228411436
6866,0.0887256935238838
6633,0.056702509522438
6926,0.00124918157234788
6442,0.0275263525545597
5889,0.0021442489232868
5765,0.049163032323122
5124,0.0215214621275663
5491,0.729709267616272
6730,0.11176672577858
7151,0.00614087656140327
5140,0.0573701560497284
7171,0.00116529187653214
6568,0.00861356873065233
6861,0.00401394441723824
6855,0.00942518003284931
7129,0.00447520287707448
5384,0.319598853588104
6859,0.00772103993222117
5772,0.0170078240334988
5665,0.00235323864035308
6495,0.0791749283671379
5061,0.0438312962651253
6948,0.977226972579956
5773,0.683722317218781
6052,0.120224997401237
6682,0.978355050086975
6083,0.0978565812110901
6962,0.157154351472855
